image_path (upload exactly here in your repo),size,article,suggested prompt / description
images/screen-time/carousel-2-2.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-2-3.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-2-4.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-3-1.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-3-2.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-3-3.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-3-4.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/screen-time/cover.jpg,1000x560,How to Reduce Screen Time Without Feeling Deprived,"phone on table, digital wellbeing, calm minimal lifestyle photo style"
images/skin-health/carousel-1-1.jpg,700x480,What Your Skin Is Trying to Tell You,"skin barrier layers illustration, dermatology, clean medical style (photo 1 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-1-2.jpg,700x480,What Your Skin Is Trying to Tell You,"skin barrier layers illustration, dermatology, clean medical style (photo 2 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-1-3.jpg,700x480,What Your Skin Is Trying to Tell You,"skin barrier layers illustration, dermatology, clean medical style (photo 3 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-1-4.jpg,700x480,What Your Skin Is Trying to Tell You,"skin barrier layers illustration, dermatology, clean medical style (photo 4 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-2-1.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-2-2.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-2-3.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-2-4.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-3-1.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-3-2.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-3-3.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/skin-health/carousel-3-4.jpg,700x480,What Your Skin Is Trying to Tell You,"everyday healthy lifestyle scene related to What Your Skin Is Trying to Tell You, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/skin-health/cover.jpg,1000x560,What Your Skin Is Trying to Tell You,"healthy skin closeup, dermatology, clean minimal medical style, soft natural tones"
images/stress-hormones-cortisol/carousel-1-1.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"calm person meditating, stress relief, clean wellness illustration (photo 1 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-1-2.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"calm person meditating, stress relief, clean wellness illustration (photo 2 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-1-3.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"calm person meditating, stress relief, clean wellness illustration (photo 3 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-1-4.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"calm person meditating, stress relief, clean wellness illustration (photo 4 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-2-1.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-2-2.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-2-3.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-2-4.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-3-1.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-3-2.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-3-3.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/carousel-3-4.jpg,700x480,Cortisol and Chronic Stress: What's Actually Happening,"everyday healthy lifestyle scene related to Cortisol and Chronic Stress: What's Actually Happening, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/stress-hormones-cortisol/cover.jpg,1000x560,Cortisol and Chronic Stress: What's Actually Happening,"stress hormone cortisol illustration, calm person, clean medical style"
images/stretches/carousel-1-1.jpg,700x480,Simple Stretches for People Who Sit All Day,"person doing neck stretch at desk, office wellness, clean photo style (photo 1 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-1-2.jpg,700x480,Simple Stretches for People Who Sit All Day,"person doing neck stretch at desk, office wellness, clean photo style (photo 2 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-1-3.jpg,700x480,Simple Stretches for People Who Sit All Day,"person doing neck stretch at desk, office wellness, clean photo style (photo 3 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-1-4.jpg,700x480,Simple Stretches for People Who Sit All Day,"person doing neck stretch at desk, office wellness, clean photo style (photo 4 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-2-1.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-2-2.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-2-3.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-2-4.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-3-1.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-3-2.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-3-3.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/stretches/carousel-3-4.jpg,700x480,Simple Stretches for People Who Sit All Day,"everyday healthy lifestyle scene related to Simple Stretches for People Who Sit All Day, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/stretches/cover.jpg,1000x560,Simple Stretches for People Who Sit All Day,"person stretching at desk, office wellness, clean lifestyle photo style"
images/thyroid-health/carousel-1-1.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"thyroid gland butterfly shape, neck anatomy, medical illustration (photo 1 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-1-2.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"thyroid gland butterfly shape, neck anatomy, medical illustration (photo 2 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-1-3.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"thyroid gland butterfly shape, neck anatomy, medical illustration (photo 3 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-1-4.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"thyroid gland butterfly shape, neck anatomy, medical illustration (photo 4 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-2-1.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-2-2.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-2-3.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-2-4.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-3-1.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-3-2.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-3-3.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/carousel-3-4.jpg,700x480,Your Thyroid: The Small Gland With a Big Job,"everyday healthy lifestyle scene related to Your Thyroid: The Small Gland With a Big Job, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/thyroid-health/cover.jpg,1000x560,Your Thyroid: The Small Gland With a Big Job,"thyroid gland anatomy illustration, neck diagram, clean medical style"
images/understanding-allergies/carousel-1-1.jpg,700x480,Understanding Allergies,"pollen flowers spring allergy season, clean lifestyle photography (photo 1 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-1-2.jpg,700x480,Understanding Allergies,"pollen flowers spring allergy season, clean lifestyle photography (photo 2 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-1-3.jpg,700x480,Understanding Allergies,"pollen flowers spring allergy season, clean lifestyle photography (photo 3 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-1-4.jpg,700x480,Understanding Allergies,"pollen flowers spring allergy season, clean lifestyle photography (photo 4 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-2-1.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-2-2.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-2-3.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-2-4.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-3-1.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-3-2.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-3-3.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/carousel-3-4.jpg,700x480,Understanding Allergies,"everyday healthy lifestyle scene related to Understanding Allergies, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/understanding-allergies/cover.jpg,1000x560,Understanding Allergies,"pollen allergy season illustration, immune response, clean medical style"
images/vitamins-minerals/carousel-1-1.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"vitamins and minerals food sources, colorful illustration, clean nutrition style (photo 1 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-1-2.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"vitamins and minerals food sources, colorful illustration, clean nutrition style (photo 2 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-1-3.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"vitamins and minerals food sources, colorful illustration, clean nutrition style (photo 3 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-1-4.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"vitamins and minerals food sources, colorful illustration, clean nutrition style (photo 4 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-2-1.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-2-2.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-2-3.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-2-4.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-3-1.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-3-2.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-3-3.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/carousel-3-4.jpg,700x480,Vitamins and Minerals: What Your Body Needs,"everyday healthy lifestyle scene related to Vitamins and Minerals: What Your Body Needs, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/vitamins-minerals/cover.jpg,1000x560,Vitamins and Minerals: What Your Body Needs,"colorful fruits and vegetables flatlay, vitamins minerals nutrition, clean bright style"
images/weight-loss-metabolism/carousel-1-1.jpg,700x480,How Metabolism Actually Works,"metabolism energy diagram, calories burned illustration, clean medical style (photo 1 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-1-2.jpg,700x480,How Metabolism Actually Works,"metabolism energy diagram, calories burned illustration, clean medical style (photo 2 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-1-3.jpg,700x480,How Metabolism Actually Works,"metabolism energy diagram, calories burned illustration, clean medical style (photo 3 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-1-4.jpg,700x480,How Metabolism Actually Works,"metabolism energy diagram, calories burned illustration, clean medical style (photo 4 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-2-1.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-2-2.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-2-3.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-2-4.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-3-1.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-3-2.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-3-3.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/carousel-3-4.jpg,700x480,How Metabolism Actually Works,"everyday healthy lifestyle scene related to How Metabolism Actually Works, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/weight-loss-metabolism/cover.jpg,1000x560,How Metabolism Actually Works,"healthy lifestyle fitness scene, scale and vegetables, clean wellness photography style"
images/wind-down/carousel-1-1.jpg,700x480,How to Actually Wind Down at Night,"dim warm lamp light in cozy bedroom, evening wind down, wellness (photo 1 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-1-2.jpg,700x480,How to Actually Wind Down at Night,"dim warm lamp light in cozy bedroom, evening wind down, wellness (photo 2 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-1-3.jpg,700x480,How to Actually Wind Down at Night,"dim warm lamp light in cozy bedroom, evening wind down, wellness (photo 3 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-1-4.jpg,700x480,How to Actually Wind Down at Night,"dim warm lamp light in cozy bedroom, evening wind down, wellness (photo 4 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-2-1.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-2-2.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-2-3.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-2-4.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-3-1.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-3-2.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-3-3.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/wind-down/carousel-3-4.jpg,700x480,How to Actually Wind Down at Night,"everyday healthy lifestyle scene related to How to Actually Wind Down at Night, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/wind-down/cover.jpg,1000x560,How to Actually Wind Down at Night,"calm bedroom at night, warm lamp light, wind down routine, cozy wellness scene"
images/5-simple-morning-habits-for-a-calmer-day/cover.jpg,"calm morning routine, sunlight, cup of water, minimal wellness flatlay, soft blue tones",1000x560,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-1-1.jpg,"morning sunlight window, variation 1, high quality, professional photography",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-1-2.jpg,"warm cup of tea morning, variation 2, high quality, professional photography",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-1-3.jpg,"open curtains natural light, variation 3, high quality, professional photography",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-1-4.jpg,"peaceful morning balcony view, variation 4, high quality, professional photography",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-2-1.jpg,"morning stretching routine, soft natural light, wellness lifestyle, variation 1",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-2-2.jpg,"morning stretching routine, soft natural light, wellness lifestyle, variation 2",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-2-3.jpg,"glass of water on kitchen counter, morning light, wellness, variation 3",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-2-4.jpg,"journal and coffee on table, calm morning, wellness, variation 4",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-3-1.jpg,"person meditating at sunrise, calm, wellness, variation 5",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-3-2.jpg,"winding down at night, calm bedroom, wellness",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-3-3.jpg,"breathing exercise, calm person, wellness",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-3-4.jpg,"reducing screen time, phone down, wellness",700x480,5 Simple Morning Habits for a Calmer Day
images/5-simple-morning-habits-for-a-calmer-day/carousel-4-1.jpg,"simple stretches for office workers, wellness",700x480,5 Simple Morning Habits for a Calmer Day
images/collagen-what-it-actually-does-and-do-supplements-work/cover.jpg,"collagen protein molecule structure illustration, skin cross section, clean medical style",1000x560,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-1-1.jpg,"collagen supplement powder jar, variation 1, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-1-2.jpg,"collagen capsules on wooden table, variation 2, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-1-3.jpg,"collagen smoothie drink healthy lifestyle, variation 3, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-1-4.jpg,"bone broth bowl collagen food source, variation 4, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-2-1.jpg,"citrus fruits vitamin c collagen support, variation 5, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-2-2.jpg,"glowing healthy skin closeup, variation 1, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-2-3.jpg,"woman applying moisturizer skincare, variation 2, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-2-4.jpg,"nourishing foods for skin health, variation 3, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/collagen-what-it-actually-does-and-do-supplements-work/carousel-3-1.jpg,"active joints stretching exercise, variation 4, high quality, professional photography",700x480,Collagen: What It Actually Does and Do Supplements Work?
images/eczema-and-psoriasis-whats-actually-happening-in-your-skin/cover.jpg,"healthy skin cross section illustration, dermatology medical style, clean background",1000x560,Eczema and Psoriasis: What's Actually Happening in Your Skin
images/eczema-and-psoriasis-whats-actually-happening-in-your-skin/carousel-1-1.jpg,"gentle moisturizer skincare routine, variation 1, high quality, professional photography",700x480,Eczema and Psoriasis: What's Actually Happening in Your Skin
images/eczema-and-psoriasis-whats-actually-happening-in-your-skin/carousel-1-2.jpg,"fragrance free lotion bottle, variation 2, high quality, professional photography",700x480,Eczema and Psoriasis: What's Actually Happening in Your Skin
images/eczema-and-psoriasis-whats-actually-happening-in-your-skin/carousel-1-3.jpg,"lukewarm shower self care, variation 3, high quality, professional photography",700x480,Eczema and Psoriasis: What's Actually Happening in Your Skin
images/eczema-and-psoriasis-whats-actually-happening-in-your-skin/carousel-1-4.jpg,"calm relaxed person stress relief, variation 4, high quality, professional photography",700x480,Eczema and Psoriasis: What's Actually Happening in Your Skin
images/eczema-and-psoriasis-whats-actually-happening-in-your-skin/carousel-2-1.jpg,"dermatologist consultation skin check, variation 1, high quality, professional photography",700x480,Eczema and Psoriasis: What's Actually Happening in Your Skin
